request,response,infra.grpc.handler,QueryCard,"verifyCard: match cardNo local, <:cardNo:> <:transactionID:> <:spanID:>","CardQuery <:*:> channel, <:cardNo:> <:transactionID:> <:spanID:>",call by <:*:> fn:QueryCard call cost:<:NUM:> <:traceID:> <:transactionID:> <:spanID:>,CardQuery <:*:> <:<:resp:>,"verifyCardLocal: s.dao.GetCard failed, err=sql: no rows in result set <:traceID:> <:transactionID:> <:spanID:>","verifyCard: match cardNo by channel, <:cardNo:> valid=<:STATUS:>, <:cardBin:>",verifyCard: <:cardNo:> Yrouter:<:STATUS:> <:traceID:> <:transactionID:> <:spanID:>,verifyCard: <:cardNo:> <:<:resp:>,need retry pre call <:*:> err:card is invalid <:traceID:> <:transactionID:> <:spanID:>,sendPostRequest huaDao <:<:resp:>,"s.MatchByNameAndNo failed, errCode=<:NUM:>, <:cardNo:> <:*:> <:traceID:> <:transactionID:> <:spanID:>",<:ChineseInfo:>，cardNo:<:SEQ:> <:resp:>,buildBinMap: get bins count=<:NUM:>,syncCardBin: get card bin <:MAP:>,huaDaoCardQuery <:*:> err:&{<:NUM:> <:ChineseInfo:>} <:traceID:> <:transactionID:> <:spanID:>,timestamp,unknown
3885,3885,1086,1161,975,93,93,93,93,93,93,93,0,15,0,0,36,36,0,2023-09-01 03:40:41,0
3819,3819,39,9,3,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-01 03:42:41,0
3882,3882,33,126,0,99,96,96,24,24,24,21,93,18,21,12,36,36,6,2023-09-01 03:44:41,3
3900,3900,267,1212,0,972,972,972,195,195,195,195,972,195,240,156,36,36,33,2023-09-01 03:46:41,6
3888,3888,1935,2190,1692,294,297,297,198,198,198,201,120,42,27,18,36,36,6,2023-09-01 03:48:41,0
3879,3879,30,15,3,6,6,6,6,6,6,6,0,3,0,0,36,36,0,2023-09-01 03:50:41,0
3876,3876,45,3,3,0,0,0,0,0,0,0,0,0,0,0,36,36,0,2023-09-01 03:52:41,0
3798,3798,162,789,0,636,633,633,129,129,129,126,633,126,150,105,36,36,15,2023-09-01 03:54:41,6
3882,3882,1524,2151,1266,648,651,651,207,207,207,210,552,117,138,81,36,36,30,2023-09-01 03:56:41,0
3885,3885,162,159,129,15,15,15,15,15,15,15,0,0,0,0,36,36,0,2023-09-01 03:58:41,0
3885,3885,33,6,0,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-01 04:00:41,0
3831,3831,147,516,3,411,408,408,84,84,84,81,408,81,102,63,36,36,12,2023-09-01 04:02:41,6
3873,3873,714,1530,465,825,828,828,204,204,204,207,777,162,186,123,36,36,33,2023-09-01 04:04:41,0
3888,3888,1266,1347,1143,102,102,102,102,102,102,102,0,6,0,0,36,36,0,2023-09-01 04:06:41,0
3882,3882,24,3,3,0,0,0,0,0,0,0,0,0,0,0,36,36,0,2023-09-01 04:08:41,0
3861,3861,57,123,3,96,90,90,30,30,30,24,78,18,12,12,36,36,3,2023-09-01 04:10:41,0
3903,3903,291,1242,12,984,987,987,198,198,198,201,984,198,243,156,36,36,36,2023-09-01 04:12:41,6
3804,3804,1584,1806,1407,243,246,246,144,144,144,147,126,45,33,21,36,36,6,2023-09-01 04:14:41,0
3891,3891,45,18,12,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-01 04:16:41,0
3885,3885,30,9,3,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-01 04:18:41,0
3879,3879,201,969,3,777,771,768,162,162,162,156,765,156,186,132,36,36,18,2023-09-01 04:20:41,24
3885,3885,1323,1815,1092,516,522,522,183,183,183,189,417,87,102,54,36,36,27,2023-09-01 04:22:41,0
3822,3822,21,15,9,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-01 04:24:41,0
3867,3867,36,12,3,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-01 04:26:41,0
3885,3885,174,831,0,669,666,666,135,135,135,132,666,135,162,114,36,36,15,2023-09-01 04:28:41,6
3876,3876,1143,1728,930,594,597,597,180,180,180,183,519,111,126,72,36,36,30,2023-09-01 04:30:41,0
3897,3897,465,474,378,48,48,48,48,48,48,48,0,15,0,0,36,36,0,2023-09-01 04:32:41,0
3885,3885,21,21,9,6,6,6,6,6,6,6,0,0,0,0,36,36,0,2023-09-01 04:34:41,0
3810,3810,42,24,3,9,9,9,9,9,9,9,0,0,0,0,36,36,0,2023-09-01 04:36:41,0
3906,3906,12,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,2023-09-01 04:38:41,0
3876,3876,27,18,6,6,6,6,6,6,6,6,0,0,0,0,36,36,0,2023-09-01 04:40:41,0
3885,3885,33,12,0,6,6,6,6,6,6,6,0,3,0,0,36,36,0,2023-09-01 04:42:41,0
3882,3882,15,33,9,18,18,18,6,6,6,6,15,3,3,3,36,36,0,2023-09-01 04:44:41,0
3798,3798,39,9,0,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-01 04:46:41,0
3888,3888,21,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,2023-09-01 04:48:41,0
3894,3894,27,9,3,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-01 04:50:41,0
3864,3864,87,291,0,237,234,234,48,48,48,45,234,48,54,36,36,36,6,2023-09-01 04:52:41,6
3903,3903,318,1248,60,951,954,954,192,192,192,195,951,189,234,150,36,36,39,2023-09-01 04:54:41,0
3798,3798,2958,3132,2712,210,207,207,210,210,210,207,0,24,0,0,36,36,0,2023-09-01 04:56:41,0
3882,3882,870,939,774,81,84,84,81,81,81,84,0,12,0,0,36,36,0,2023-09-01 04:58:41,0
3900,3900,18,6,0,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-01 05:00:41,0
3858,3858,72,189,0,153,150,150,33,33,33,30,150,30,36,24,36,36,6,2023-09-01 05:02:41,0
3894,3894,243,1191,3,957,957,957,189,189,189,189,957,192,231,150,36,36,36,2023-09-01 05:04:41,12
3888,3888,1410,1644,1179,258,261,261,198,198,198,201,78,45,21,12,36,36,3,2023-09-01 05:06:41,0
3807,3807,21,3,3,0,0,0,0,0,0,0,0,0,0,0,36,36,0,2023-09-01 05:08:41,0
3888,3888,33,78,6,54,54,54,18,18,18,18,45,9,9,0,36,36,9,2023-09-01 05:10:41,0
3879,3879,222,963,3,771,768,768,159,159,159,156,765,153,186,129,36,36,18,2023-09-01 05:12:41,12
3894,3894,1311,1827,1092,525,528,528,189,189,189,192,420,99,102,57,36,36,27,2023-09-01 05:14:41,0
3888,3888,33,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,2023-09-01 05:16:41,0
3801,3801,36,30,9,9,9,9,9,9,9,9,0,3,0,0,36,36,0,2023-09-01 05:18:41,0
3900,3900,147,651,3,522,519,516,108,108,108,105,513,102,123,81,36,36,15,2023-09-01 05:20:41,27
3849,3849,1035,1728,789,720,723,723,186,186,186,189,669,138,165,105,36,36,30,2023-09-01 05:22:41,0
3909,3909,147,144,126,9,9,9,9,9,9,9,0,0,0,0,36,36,0,2023-09-01 05:24:41,0
3885,3885,33,3,3,0,0,0,0,0,0,0,0,0,0,0,36,36,0,2023-09-01 05:26:41,0
3798,3798,132,567,0,453,450,450,93,93,93,90,450,90,111,72,36,36,12,2023-09-01 05:28:41,6
3897,3897,843,1635,582,804,807,807,216,216,216,219,735,150,177,114,36,36,33,2023-09-01 05:30:41,0
3879,3879,570,588,474,57,57,57,57,57,57,57,0,15,0,0,36,36,0,2023-09-01 05:32:41,0
3885,3885,15,9,3,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-01 05:34:41,0
3885,3885,120,402,12,309,306,306,66,66,66,63,303,60,78,48,36,36,6,2023-09-01 05:36:41,6
3816,3816,372,1269,111,918,921,921,201,201,201,204,897,186,213,138,36,36,42,2023-09-01 05:38:41,0
3867,3867,1263,1386,1098,144,144,144,144,144,144,144,0,12,0,0,36,36,0,2023-09-01 05:40:41,0
3891,3891,39,21,9,6,6,6,6,6,6,6,0,0,0,0,36,36,0,2023-09-01 05:42:41,0
3894,3894,15,18,12,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-01 05:44:41,0
3885,3885,252,1137,6,909,906,906,186,186,186,183,903,183,219,147,36,36,27,2023-09-01 05:46:41,6
3795,3795,1239,1611,1047,387,390,390,162,162,162,165,282,75,69,39,36,36,18,2023-09-01 05:48:41,0
3888,3888,42,18,9,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-01 05:50:41,0
3879,3879,39,6,0,3,3,3,3,3,3,3,0,3,0,0,36,36,0,2023-09-01 05:52:41,0
3894,3894,180,840,6,669,666,666,138,138,138,135,663,132,162,111,36,36,15,2023-09-01 05:54:41,6
3804,3804,1284,1881,1029,624,627,627,204,204,204,207,525,120,126,78,36,36,30,2023-09-01 05:56:41,0
3882,3882,96,99,69,15,15,15,15,15,15,15,0,6,0,0,36,36,0,2023-09-01 05:58:41,0
3894,3894,33,27,18,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-01 06:00:41,0
3876,3876,174,609,9,471,468,468,111,111,111,108,450,96,111,72,36,36,12,2023-09-01 06:02:41,6
3813,3813,555,1341,294,801,804,804,213,213,213,216,735,150,177,114,36,36,33,2023-09-01 06:04:41,0
3888,3888,1284,1374,1125,126,126,126,123,123,123,123,3,27,0,3,36,36,0,2023-09-01 06:06:41,0
3882,3882,54,27,9,9,9,9,9,9,9,9,0,0,0,0,36,36,0,2023-09-01 06:08:41,0
3885,3885,21,9,3,3,3,3,3,3,3,3,0,3,0,0,36,36,0,2023-09-01 06:10:41,0
3882,3882,273,1209,0,969,966,966,195,195,195,192,966,192,237,156,36,36,30,2023-09-01 06:12:41,6
3807,3807,1848,2232,1629,384,387,387,210,210,210,213,219,69,51,30,36,36,15,2023-09-01 06:14:41,0
3876,3876,39,27,9,9,9,9,9,9,9,9,0,0,0,0,36,36,0,2023-09-01 06:16:41,0
3888,3888,36,57,9,36,36,36,12,12,12,12,30,6,6,6,36,36,0,2023-09-01 06:18:41,0
3879,3879,177,672,27,519,516,513,108,108,108,105,510,105,123,81,36,36,15,2023-09-01 06:20:41,24
3798,3798,741,1458,477,747,750,750,198,198,198,201,687,144,168,108,36,36,30,2023-09-01 06:22:41,0
3894,3894,1047,1164,930,117,117,117,117,117,117,117,0,33,0,0,36,36,0,2023-09-01 06:24:41,0
3885,3885,21,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,2023-09-01 06:26:41,0
3882,3882,51,63,9,42,39,39,15,15,15,12,33,9,6,9,36,36,0,2023-09-01 06:28:41,0
3798,3798,270,1236,9,981,981,981,201,201,201,201,975,192,240,156,36,36,30,2023-09-01 06:30:41,6
3870,3870,1866,2196,1599,366,366,366,222,222,222,222,180,54,42,21,36,36,15,2023-09-01 06:32:41,0
3900,3900,366,384,333,24,27,27,24,24,24,27,0,3,0,0,36,36,0,2023-09-01 06:34:41,0
3885,3885,24,6,0,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-01 06:36:41,0
3828,3828,153,504,9,387,387,387,87,87,87,87,375,78,96,60,36,36,9,2023-09-01 06:38:41,6
3882,3882,621,1536,348,927,927,927,231,231,231,231,870,186,204,126,36,36,48,2023-09-01 06:40:41,0
3864,3864,1776,1974,1509,231,231,231,231,231,231,231,0,24,0,0,36,36,0,2023-09-01 06:42:41,0
3900,3900,3,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,2023-09-01 06:44:41,0
3789,3789,30,15,3,6,6,6,6,6,6,6,0,0,0,0,36,36,0,2023-09-01 06:46:41,0
3861,3861,210,885,12,699,696,696,147,147,147,144,690,138,168,117,36,36,15,2023-09-01 06:48:41,6
3891,3891,1149,1749,885,618,621,621,222,222,222,225,495,111,120,69,36,36,30,2023-09-01 06:50:41,0
3876,3876,1140,1242,981,129,129,129,129,129,129,129,0,15,0,0,36,36,0,2023-09-01 06:52:41,0
3885,3885,18,6,6,0,0,0,0,0,0,0,0,0,0,0,36,36,0,2023-09-01 06:54:41,0
3906,3906,60,69,15,39,39,39,15,15,15,15,30,6,6,6,36,36,0,2023-09-01 06:56:41,0
3813,3813,264,1224,6,975,972,972,201,201,201,198,966,195,237,159,36,36,30,2023-09-01 06:58:41,6
3891,3891,1656,2019,1416,372,375,375,222,222,222,225,189,57,45,21,36,36,15,2023-09-01 07:00:41,0
3885,3885,720,741,603,69,69,69,69,69,69,69,0,9,0,0,36,36,0,2023-09-01 07:02:41,0
3876,3876,27,21,6,6,6,6,6,6,6,6,0,0,0,0,36,36,0,2023-09-01 07:04:41,0
3885,3885,105,309,9,237,234,234,57,57,57,54,225,45,54,33,36,36,6,2023-09-01 07:06:41,6
3804,3804,309,1260,33,975,978,978,207,207,207,210,960,195,234,153,36,36,39,2023-09-01 07:08:41,0
3894,3894,1932,2181,1647,267,267,267,267,267,267,267,0,24,0,0,36,36,0,2023-09-01 07:10:41,0
3873,3873,468,477,381,48,48,48,48,48,48,48,0,9,0,0,36,36,0,2023-09-01 07:12:41,0
3891,3891,18,15,0,6,6,6,6,6,6,6,0,0,0,0,36,36,0,2023-09-01 07:14:41,0
3888,3888,132,453,15,345,342,342,78,78,78,75,333,66,84,54,36,36,6,2023-09-01 07:16:41,6
3825,3825,435,1311,162,897,900,900,216,216,216,219,852,174,204,132,36,36,39,2023-09-01 07:18:41,0
3855,3855,1986,2211,1737,237,237,237,237,237,237,237,0,15,0,0,36,36,0,2023-09-01 07:20:41,0
3894,3894,585,624,498,63,63,63,63,63,63,63,0,6,0,0,36,36,0,2023-09-01 07:22:41,0
3894,3894,24,27,12,6,6,6,6,6,6,6,0,0,0,0,36,36,0,2023-09-01 07:24:41,0
3888,3888,114,342,12,261,258,258,60,60,60,57,249,51,60,39,36,36,6,2023-09-01 07:26:41,6
3807,3807,312,1239,48,948,951,951,201,201,201,204,936,189,228,147,36,36,39,2023-09-01 07:28:41,0
3897,3897,1914,2166,1632,267,267,267,267,267,267,267,0,33,0,0,36,36,0,2023-09-01 07:30:41,0
3870,3870,1116,1209,951,129,129,129,129,129,129,129,0,18,0,0,36,36,0,2023-09-01 07:32:41,0
3888,3888,21,33,6,12,12,12,12,12,12,12,0,0,0,0,36,36,0,2023-09-01 07:34:41,0
3885,3885,60,36,12,12,12,12,12,12,12,12,0,0,0,0,36,36,0,2023-09-01 07:36:41,0
3876,3876,246,1128,6,897,894,894,189,189,189,186,885,177,216,141,36,36,30,2023-09-01 07:38:41,9
3834,3834,1251,1731,975,504,504,504,240,240,240,240,330,96,78,45,36,36,21,2023-09-01 07:40:41,0
3861,3861,2010,2232,1683,273,276,276,273,273,273,276,0,33,0,0,36,36,0,2023-09-01 07:42:41,0
3903,3903,168,177,132,21,21,21,21,21,21,21,0,0,0,0,36,36,0,2023-09-01 07:44:41,0
3882,3882,63,57,21,18,18,18,18,18,18,18,0,0,0,0,36,36,0,2023-09-01 07:46:41,0
3885,3885,150,570,21,432,429,429,99,99,99,96,414,84,102,66,36,36,12,2023-09-01 07:48:41,6
3804,3804,603,1392,348,813,816,816,198,198,198,201,771,156,186,120,36,36,33,2023-09-01 07:50:41,0
3879,3879,2079,2244,1788,228,228,228,228,228,228,228,0,21,0,0,36,36,0,2023-09-01 07:52:41,0
3900,3900,531,582,468,57,57,57,57,57,57,57,0,3,0,0,36,36,0,2023-09-01 07:54:41,0
3882,3882,57,36,15,9,9,9,9,9,9,9,0,0,0,0,36,36,0,2023-09-01 07:56:41,0
3888,3888,111,333,33,240,237,237,54,54,54,51,231,45,54,33,36,36,6,2023-09-01 07:58:41,9
3816,3816,333,1284,51,984,984,984,207,207,207,207,972,198,237,150,36,36,45,2023-09-01 08:00:41,0
3873,3873,2085,2310,1767,276,279,279,264,264,264,267,15,30,3,6,36,36,0,2023-09-01 08:02:41,0
3891,3891,1521,1641,1251,195,195,195,195,195,195,195,0,33,0,0,36,36,0,2023-09-01 08:04:41,0
3885,3885,72,54,15,18,18,18,18,18,18,18,0,3,0,0,36,36,0,2023-09-01 08:06:41,0
3888,3888,54,48,24,12,12,12,12,12,12,12,0,3,0,0,36,36,0,2023-09-01 08:08:41,0
3810,3810,258,1032,21,795,795,795,183,183,183,183,765,159,186,129,36,36,18,2023-09-01 08:10:41,9
3894,3894,1263,1851,927,621,621,621,285,285,285,285,420,105,102,57,36,36,27,2023-09-01 08:12:41,0
3876,3876,1782,2034,1515,273,270,270,249,249,249,246,30,30,6,0,36,36,6,2023-09-01 08:14:41,0
3885,3885,1767,1968,1509,228,231,231,228,228,228,231,0,36,0,0,36,36,0,2023-09-01 08:16:41,0
3888,3888,87,66,39,12,12,12,12,12,12,12,0,3,0,0,36,36,0,2023-09-01 08:18:41,0
3834,3834,66,33,15,9,9,9,9,9,9,9,0,0,0,0,36,36,0,2023-09-01 08:20:41,0
3876,3876,174,708,12,561,558,558,117,117,117,114,552,114,129,90,36,36,15,2023-09-01 08:22:41,6
3888,3888,744,1434,480,714,714,714,210,210,210,210,633,138,159,96,36,36,30,2023-09-01 08:24:41,0
3888,3888,1893,2133,1575,288,291,291,264,264,264,267,30,36,6,0,36,36,6,2023-09-01 08:26:41,0
3888,3888,1143,1263,993,135,135,135,135,135,135,135,0,27,0,0,36,36,0,2023-09-01 08:28:41,0
3900,3900,42,21,9,6,6,6,6,6,6,6,0,3,0,0,36,36,0,2023-09-01 08:30:41,0
3786,3786,75,48,15,18,15,15,18,18,18,15,0,3,0,0,36,36,0,2023-09-01 08:32:41,0
3885,3885,258,1122,9,879,879,879,195,195,195,195,855,177,210,141,36,36,24,2023-09-01 08:34:41,6
3885,3885,1335,1737,1014,486,489,489,222,222,222,225,330,90,78,45,36,36,21,2023-09-01 08:36:41,0
3888,3888,1719,1923,1374,273,273,273,273,273,273,273,0,30,0,0,36,36,0,2023-09-01 08:38:41,0
3759,3759,1824,2067,1503,282,282,282,282,282,282,282,0,30,0,0,36,36,0,2023-09-01 08:40:41,0
3900,3900,339,333,225,54,54,54,54,54,54,54,0,12,0,0,36,36,0,2023-09-01 08:42:41,0
3891,3891,39,51,9,21,21,21,21,21,21,21,0,12,0,0,36,36,0,2023-09-01 08:44:41,0
3882,3882,147,432,21,321,318,318,75,75,75,72,306,63,78,51,36,36,6,2023-09-01 08:46:41,6
3885,3885,426,1311,138,918,921,921,216,216,216,219,879,174,210,135,36,36,39,2023-09-01 08:48:41,0
3891,3891,1782,2052,1467,294,291,291,294,294,294,291,0,39,0,0,36,36,0,2023-09-01 08:50:41,0
3798,3798,1743,1992,1401,300,303,303,288,288,288,291,15,27,3,0,36,36,3,2023-09-01 08:52:41,0
3906,3906,1557,1698,1326,186,186,186,186,186,186,186,0,21,0,0,36,36,0,2023-09-01 08:54:41,0
3888,3888,87,75,27,24,24,24,24,24,24,24,0,3,0,0,36,36,0,2023-09-01 08:56:41,0
3888,3888,99,57,24,15,15,15,15,15,15,15,0,3,0,0,36,36,0,2023-09-01 08:58:41,0
3864,3864,279,978,39,747,747,747,159,159,159,159,735,153,180,126,36,36,15,2023-09-01 09:00:41,6
3789,3789,1254,1824,864,645,645,642,285,285,285,285,447,105,120,60,36,36,30,2023-09-01 09:02:41,42
3900,3900,1812,2046,1479,285,282,282,285,285,285,282,0,24,0,0,36,36,0,2023-09-01 09:04:41,0
3864,3864,1887,2088,1515,285,288,288,285,285,285,288,0,39,0,0,36,36,0,2023-09-01 09:06:41,0
3888,3888,1443,1587,1146,219,219,219,219,219,219,219,0,27,0,0,36,36,0,2023-09-01 09:08:41,0
3846,3846,156,171,75,48,48,48,48,48,48,48,0,9,0,0,36,36,0,2023-09-01 09:10:41,0
3882,3882,135,138,42,48,48,48,48,48,48,48,0,6,0,0,36,36,0,2023-09-01 09:12:41,0
3900,3900,240,915,45,684,681,681,165,165,165,162,648,129,153,108,36,36,15,2023-09-01 09:14:41,6
3873,3873,960,1587,618,684,687,684,255,255,255,258,534,132,135,78,36,36,30,2023-09-01 09:16:41,18
3810,3810,1617,1872,1263,303,303,303,303,303,303,303,0,27,0,0,36,36,0,2023-09-01 09:18:41,0
3882,3882,1974,2199,1644,279,279,279,276,276,276,276,3,48,0,3,36,36,0,2023-09-01 09:20:41,0
3879,3879,1860,2079,1569,255,255,255,255,255,255,255,0,24,0,0,36,36,0,2023-09-01 09:22:41,0
3897,3897,213,219,141,39,39,39,39,39,39,39,0,9,0,0,36,36,0,2023-09-01 09:24:41,0
3885,3885,159,126,60,33,33,33,33,33,33,33,0,3,0,0,36,36,0,2023-09-01 09:26:41,0
3813,3813,297,681,51,474,468,465,138,138,138,132,417,84,105,66,36,36,12,2023-09-01 09:28:41,24
3873,3873,579,1383,261,855,861,858,231,231,231,237,777,159,186,120,36,36,36,2023-09-01 09:30:41,18
3891,3891,1650,1899,1305,291,291,291,291,291,291,291,0,33,12,0,36,36,0,2023-09-01 09:32:41,24
3897,3897,1785,2052,1440,303,303,303,303,303,303,303,0,42,3,0,36,36,0,2023-09-01 09:34:41,3
3870,3870,1839,2088,1533,279,279,279,276,276,276,276,3,33,0,3,36,36,0,2023-09-01 09:36:41,0
3804,3804,1182,1317,969,177,174,174,174,174,174,171,3,18,0,3,36,36,0,2023-09-01 09:38:41,0
3885,3885,390,492,183,162,165,165,138,138,138,141,30,36,6,0,36,36,6,2023-09-01 09:40:41,0
3876,3876,180,138,42,48,48,48,48,48,48,48,0,6,0,0,36,36,0,2023-09-01 09:42:41,0
3885,3885,333,1140,57,849,846,840,201,201,201,198,801,171,195,135,36,36,21,2023-09-01 09:44:41,48
3885,3885,1635,2178,1209,624,627,624,312,312,312,315,390,126,108,51,36,36,27,2023-09-01 09:46:41,42
3807,3807,1962,2202,1614,300,300,300,288,288,288,288,15,39,3,3,36,36,0,2023-09-01 09:48:41,0
3882,3882,1578,1818,1218,303,303,303,291,291,291,291,15,27,3,0,36,36,3,2023-09-01 09:50:41,0
3858,3858,1821,2115,1413,363,363,363,339,339,339,339,30,39,6,3,36,36,3,2023-09-01 09:52:41,0
3906,3906,138,162,60,51,51,51,51,51,51,51,0,12,0,0,36,36,0,2023-09-01 09:54:41,0
3888,3888,162,180,48,66,66,66,66,66,66,66,0,9,0,0,36,36,0,2023-09-01 09:56:41,0
3885,3885,321,801,66,549,543,537,165,165,165,159,474,99,120,72,36,36,18,2023-09-01 09:58:41,48
3801,3801,849,1623,501,840,840,840,252,252,252,252,735,162,177,114,36,36,33,2023-09-01 10:00:41,0
3861,3861,1866,2118,1467,321,327,327,321,321,321,327,0,33,0,0,36,36,0,2023-09-01 10:02:41,0
3894,3894,1569,1803,1173,318,312,312,318,318,318,312,0,39,0,0,36,36,0,2023-09-01 10:04:41,0
3885,3885,1698,1947,1317,312,318,318,312,312,312,318,0,48,0,0,36,36,0,2023-09-01 10:06:41,0
3885,3885,1575,1794,1182,306,306,306,306,306,306,306,0,33,0,0,36,36,0,2023-09-01 10:08:41,0
3810,3810,192,177,57,66,66,66,54,54,54,54,15,9,3,3,36,36,0,2023-09-01 10:10:41,0
3870,3870,189,147,60,42,42,42,42,42,42,42,0,6,0,0,36,36,0,2023-09-01 10:12:41,0
3900,3900,411,1071,129,711,708,708,210,210,210,207,624,135,147,105,36,36,15,2023-09-01 10:14:41,6
3882,3882,987,1623,630,705,708,705,258,258,258,261,558,135,141,81,36,36,30,2023-09-01 10:16:41,18
3888,3888,1845,2130,1416,363,363,363,351,351,351,351,15,60,3,0,36,36,3,2023-09-01 10:18:41,0
3798,3798,1812,2040,1458,291,291,291,291,291,291,291,0,51,0,0,36,36,0,2023-09-01 10:20:41,0
3894,3894,1953,2175,1560,306,306,306,306,306,306,306,0,57,0,0,36,36,0,2023-09-01 10:22:41,0
3900,3900,1845,2136,1467,327,327,327,327,327,327,327,0,27,12,0,36,36,0,2023-09-01 10:24:41,24
3882,3882,510,597,315,141,141,141,141,141,141,141,0,15,0,0,36,36,0,2023-09-01 10:26:41,0
3855,3855,204,204,87,57,57,57,57,57,57,57,0,3,0,0,36,36,0,2023-09-01 10:28:41,0
3798,3798,297,588,114,345,342,342,108,108,108,105,294,66,81,48,36,36,6,2023-09-01 10:30:41,33
3888,3888,585,1524,207,1008,1011,1011,264,264,264,267,933,192,228,147,36,36,39,2023-09-01 10:32:41,0
3897,3897,1914,2175,1530,324,321,321,324,324,324,321,0,33,0,0,36,36,0,2023-09-01 10:34:41,0
3885,3885,1833,2094,1458,321,321,321,315,315,315,315,6,30,0,0,36,36,3,2023-09-01 10:36:41,0
3801,3801,1965,2223,1542,336,339,339,330,330,330,333,9,48,15,0,36,36,0,2023-09-01 10:38:41,24
3867,3867,2028,2322,1608,357,357,357,345,345,345,345,15,48,15,3,36,36,0,2023-09-01 10:40:41,36
3894,3894,1860,2184,1392,414,411,411,378,378,378,375,42,45,6,3,36,36,6,2023-09-01 10:42:41,0
3891,3891,1422,1635,1008,312,315,315,312,312,312,315,0,33,0,0,36,36,0,2023-09-01 10:44:41,0
3822,3822,273,258,120,69,69,69,69,69,69,69,0,6,0,0,36,36,0,2023-09-01 10:46:41,0
3864,3864,207,162,78,36,36,36,36,36,36,36,0,15,12,0,36,36,0,2023-09-01 10:48:41,24
3864,3864,375,1032,84,738,735,735,183,183,183,180,693,144,168,114,36,36,18,2023-09-01 10:50:41,6
3888,3888,1269,1992,744,843,846,846,378,378,378,381,582,144,138,81,36,36,36,2023-09-01 10:52:41,0
3897,3897,1425,1746,981,384,384,384,381,381,381,381,3,36,0,3,36,36,0,2023-09-01 10:54:41,0
3888,3888,1629,1911,1206,354,354,354,351,351,351,351,3,45,0,3,36,36,0,2023-09-01 10:56:41,0
3837,3837,2313,2733,1755,495,495,495,483,483,483,483,15,54,3,0,36,36,3,2023-09-01 10:58:41,0
3852,3852,1608,1815,1239,288,288,288,288,288,288,288,0,18,0,0,36,36,0,2023-09-01 11:00:41,0
3876,3876,1764,2046,1338,372,372,372,336,336,336,336,45,48,9,0,36,36,9,2023-09-01 11:02:41,0
3903,3903,1473,1686,1086,297,297,297,297,297,297,297,0,45,3,0,36,36,0,2023-09-01 11:04:41,0
3897,3897,177,156,48,54,54,54,54,54,54,54,0,3,0,0,36,36,0,2023-09-01 11:06:41,0
3804,3804,216,192,84,48,48,48,48,48,48,48,0,9,12,0,36,36,0,2023-09-01 11:08:41,24
3882,3882,492,1167,144,762,759,759,240,240,240,237,651,147,153,111,36,36,15,2023-09-01 11:10:41,6
3864,3864,1032,1659,639,708,711,711,282,282,282,285,534,126,135,75,36,36,30,2023-09-01 11:12:41,0
3900,3903,1623,1869,1215,330,330,330,324,324,324,324,3,57,0,0,36,36,0,2023-09-01 11:14:41,3
3804,3804,1668,1842,1245,297,297,297,297,297,297,297,0,39,0,0,36,36,0,2023-09-01 11:16:41,0
3906,3906,1719,1983,1281,351,351,351,351,351,351,351,0,42,0,0,36,36,0,2023-09-01 11:18:41,0
3870,3870,1776,2073,1284,396,393,393,396,396,396,393,0,42,0,0,36,36,0,2023-09-01 11:20:41,0
3870,3870,1602,1830,1227,300,300,300,297,297,297,297,3,33,0,3,36,36,0,2023-09-01 11:22:41,0
3897,3897,1737,2007,1332,333,336,336,333,333,333,336,0,48,0,0,36,36,0,2023-09-01 11:24:41,0
3795,3795,1890,2166,1455,354,354,354,354,354,354,354,0,30,0,0,36,36,0,2023-09-01 11:26:41,0
3900,3900,573,558,360,99,99,99,99,99,99,99,0,15,0,0,36,36,0,2023-09-01 11:28:41,0
3870,3870,258,270,126,78,78,78,66,66,66,66,15,9,3,0,36,36,3,2023-09-01 11:30:41,0
3888,3888,309,525,75,333,327,327,105,105,105,99,285,57,75,45,36,36,6,2023-09-01 11:32:41,6
3822,3822,576,1437,183,969,972,972,249,249,249,252,900,180,213,141,36,36,39,2023-09-01 11:34:41,3
